,gender,race,age,number of prior convictions,recidivist,recidivism risk score,first name,last name,full name,risk assessment date,date of birth
3166,Male,Caucasian,26,1,0,2,John,Doe,John Doe,2018-08-18,1992-08-17
3167,Male,African-American,44,11,1,5,John,Doe,John Doe,2018-10-02,1974-10-02
3168,Male,African-American,32,3,0,2,John,Doe,John Doe,2017-10-07,1985-10-07
3169,Male,African-American,30,4,0,2,John,Doe,John Doe,2019-02-07,1989-02-06
3170,Male,Hispanic,45,1,0,6,John,Doe,John Doe,2018-11-01,1973-11-01
3171,Male,African-American,49,4,0,4,John,Doe,John Doe,2018-04-01,1969-04-01
3172,Male,Caucasian,70,1,0,1,John,Doe,John Doe,2018-08-09,1948-08-09
3173,Female,African-American,22,0,0,7,Jane,Doe,Jane Doe,2018-04-29,1996-04-28
3174,Male,African-American,56,1,0,1,John,Doe,John Doe,2018-08-31,1962-08-31
3175,Male,Caucasian,24,0,0,9,John,Doe,John Doe,2017-06-22,1993-06-22
3176,Male,African-American,29,1,0,1,John,Doe,John Doe,2018-04-21,1989-04-20
3177,Male,Caucasian,36,12,0,1,John,Doe,John Doe,2018-06-16,1982-06-16
3178,Male,African-American,25,0,1,2,John,Doe,John Doe,2017-02-03,1992-02-03
3179,Male,African-American,35,1,0,4,John,Doe,John Doe,2017-03-09,1982-03-09
3180,Male,Caucasian,53,0,0,1,John,Doe,John Doe,2018-02-27,1965-02-27
3181,Male,Caucasian,24,0,0,10,John,Doe,John Doe,2019-12-08,1995-12-08
3182,Male,African-American,28,8,1,8,John,Doe,John Doe,2017-01-21,1989-01-21
3183,Male,Caucasian,28,3,0,3,John,Doe,John Doe,2019-10-29,1991-10-29
3184,Male,Hispanic,26,0,0,6,John,Doe,John Doe,2017-09-22,1991-09-22
3185,Male,African-American,31,0,0,4,John,Doe,John Doe,2019-05-01,1988-04-30
3186,Male,Caucasian,68,7,1,7,John,Doe,John Doe,2017-05-08,1949-05-08
3187,Male,Caucasian,28,5,0,5,John,Doe,John Doe,2017-02-09,1989-02-09
3188,Male,Caucasian,47,3,0,5,John,Doe,John Doe,2017-10-08,1970-10-08
3189,Male,African-American,38,0,0,2,John,Doe,John Doe,2018-08-08,1980-08-07
3190,Male,Caucasian,41,1,0,1,John,Doe,John Doe,2017-07-24,1976-07-24
3191,Male,African-American,28,2,1,4,John,Doe,John Doe,2017-05-02,1989-05-02
3192,Male,Caucasian,34,4,0,5,John,Doe,John Doe,2017-03-14,1983-03-14
3193,Male,Caucasian,36,0,0,1,John,Doe,John Doe,2017-12-09,1981-12-09
3194,Male,Caucasian,35,3,1,5,John,Doe,John Doe,2018-07-03,1983-07-03
3195,Male,African-American,30,1,0,4,John,Doe,John Doe,2017-09-25,1987-09-25
3196,Female,African-American,56,0,0,1,Jane,Doe,Jane Doe,2019-08-07,1963-08-07
3197,Male,Caucasian,58,1,0,1,John,Doe,John Doe,2018-06-03,1960-06-02
3198,Male,Caucasian,30,0,0,1,John,Doe,John Doe,2019-05-30,1989-05-29
3199,Female,African-American,20,0,0,4,Jane,Doe,Jane Doe,2019-01-12,1999-01-12
3200,Male,African-American,31,0,0,5,John,Doe,John Doe,2019-10-06,1988-10-05
3201,Male,Caucasian,28,2,1,3,John,Doe,John Doe,2017-12-01,1989-12-01
3202,Male,African-American,28,5,0,10,John,Doe,John Doe,2018-04-28,1990-04-28
3203,Male,Caucasian,33,7,1,9,John,Doe,John Doe,2017-02-01,1984-02-01
3204,Male,African-American,47,4,1,10,John,Doe,John Doe,2019-04-01,1972-03-31
3205,Male,African-American,21,0,0,4,John,Doe,John Doe,2017-02-10,1996-02-10
3206,Female,Caucasian,53,0,0,1,Jane,Doe,Jane Doe,2019-11-09,1966-11-09
3207,Male,Other,43,3,0,4,John,Doe,John Doe,2019-11-14,1976-11-13
3208,Female,Caucasian,36,3,0,4,Jane,Doe,Jane Doe,2018-03-24,1982-03-24
3209,Male,Caucasian,57,0,0,1,John,Doe,John Doe,2018-01-16,1961-01-16
3210,Male,African-American,22,0,0,6,John,Doe,John Doe,2018-03-16,1996-03-15
3211,Female,African-American,29,0,0,2,Jane,Doe,Jane Doe,2017-10-01,1988-09-30
3212,Male,Hispanic,24,0,0,8,John,Doe,John Doe,2019-01-06,1995-01-06
3213,Male,Caucasian,55,1,1,1,John,Doe,John Doe,2019-02-16,1964-02-16
3214,Male,Caucasian,37,0,0,1,John,Doe,John Doe,2018-10-24,1981-10-24
3215,Male,Caucasian,25,0,0,2,John,Doe,John Doe,2018-02-21,1993-02-20
3216,Male,Other,21,0,0,4,John,Doe,John Doe,2019-07-17,1998-07-16
3217,Male,African-American,47,3,0,3,John,Doe,John Doe,2017-10-23,1970-10-23
3218,Male,African-American,34,1,0,1,John,Doe,John Doe,2017-01-02,1983-01-02
3219,Female,African-American,41,0,0,1,Jane,Doe,Jane Doe,2018-06-15,1977-06-15
3220,Male,African-American,22,2,1,7,John,Doe,John Doe,2017-05-05,1995-05-05
3221,Male,Caucasian,22,0,0,3,John,Doe,John Doe,2018-07-31,1996-07-30
3222,Male,African-American,37,4,1,7,John,Doe,John Doe,2018-02-15,1981-02-15
3223,Female,Other,26,1,0,6,Jane,Doe,Jane Doe,2019-08-29,1993-08-28
3224,Male,African-American,39,1,1,1,John,Doe,John Doe,2019-04-14,1980-04-13
3225,Female,Caucasian,24,1,0,5,Jane,Doe,Jane Doe,2017-02-19,1993-02-19
3226,Male,Caucasian,24,3,0,4,John,Doe,John Doe,2018-08-24,1994-08-24
3227,Male,Other,20,0,1,5,John,Doe,John Doe,2018-05-22,1998-05-22
3228,Male,Hispanic,47,0,0,1,John,Doe,John Doe,2019-04-14,1972-04-13
3229,Male,Hispanic,35,2,0,1,John,Doe,John Doe,2018-10-23,1983-10-23
3230,Male,Hispanic,29,0,0,2,John,Doe,John Doe,2017-01-12,1988-01-12
3231,Male,Other,45,0,0,1,John,Doe,John Doe,2017-08-16,1972-08-16
3232,Male,African-American,24,0,0,3,John,Doe,John Doe,2019-05-04,1995-05-04
3233,Male,Caucasian,59,0,0,1,John,Doe,John Doe,2019-07-02,1960-07-01
3234,Male,Caucasian,61,10,0,6,John,Doe,John Doe,2017-08-21,1956-08-21
3235,Male,Hispanic,55,0,0,1,John,Doe,John Doe,2019-03-11,1964-03-10
3236,Male,African-American,41,2,0,1,John,Doe,John Doe,2017-07-14,1976-07-14
3237,Female,Caucasian,21,3,1,7,Jane,Doe,Jane Doe,2017-05-11,1996-05-10
3238,Female,African-American,32,3,0,2,Jane,Doe,Jane Doe,2018-03-11,1986-03-11
3239,Male,Other,57,0,0,1,John,Doe,John Doe,2019-09-20,1962-09-20
3240,Male,African-American,20,1,1,8,John,Doe,John Doe,2018-08-30,1998-08-30
3241,Male,Caucasian,37,0,0,4,John,Doe,John Doe,2019-02-06,1982-02-06
3242,Male,Caucasian,24,0,0,2,John,Doe,John Doe,2017-07-27,1993-07-27
3243,Male,Hispanic,29,2,0,4,John,Doe,John Doe,2017-06-14,1988-06-13
3244,Male,Caucasian,22,0,0,5,John,Doe,John Doe,2018-09-21,1996-09-20
3245,Female,African-American,26,0,0,4,Jane,Doe,Jane Doe,2019-07-11,1993-07-10
3246,Male,African-American,21,8,1,9,John,Doe,John Doe,2018-07-23,1997-07-22
3247,Female,African-American,21,0,1,7,Jane,Doe,Jane Doe,2019-02-18,1998-02-17
3248,Male,African-American,29,2,1,5,John,Doe,John Doe,2017-10-25,1988-10-24
3249,Male,African-American,39,1,0,8,John,Doe,John Doe,2018-09-15,1979-09-15
3250,Male,African-American,55,0,0,1,John,Doe,John Doe,2018-11-10,1963-11-10
3251,Male,African-American,34,1,0,7,John,Doe,John Doe,2019-02-28,1985-02-27
3252,Female,Caucasian,38,0,0,1,Jane,Doe,Jane Doe,2018-01-08,1980-01-08
3253,Male,African-American,24,1,0,7,John,Doe,John Doe,2017-08-29,1993-08-29
3254,Male,African-American,29,2,0,4,John,Doe,John Doe,2018-06-22,1989-06-21
3255,Male,Caucasian,21,2,1,9,John,Doe,John Doe,2017-05-09,1996-05-08
3256,Male,Caucasian,29,0,0,2,John,Doe,John Doe,2019-03-11,1990-03-10
3257,Female,Caucasian,25,5,0,7,Jane,Doe,Jane Doe,2017-11-11,1992-11-10
3258,Male,African-American,21,1,1,9,John,Doe,John Doe,2018-09-20,1997-09-19
3259,Male,Caucasian,37,0,0,1,John,Doe,John Doe,2017-07-16,1980-07-16
3260,Male,Hispanic,46,1,0,1,John,Doe,John Doe,2019-09-29,1973-09-28
3261,Male,African-American,33,6,0,5,John,Doe,John Doe,2019-07-18,1986-07-17
3262,Male,African-American,40,23,1,6,John,Doe,John Doe,2017-08-03,1977-08-03
3263,Male,Caucasian,26,7,0,6,John,Doe,John Doe,2018-06-17,1992-06-16
3264,Female,African-American,52,0,0,1,Jane,Doe,Jane Doe,2017-11-29,1965-11-29
3265,Male,Hispanic,38,2,0,2,John,Doe,John Doe,2017-09-28,1979-09-28
3266,Male,African-American,32,0,0,2,John,Doe,John Doe,2019-07-03,1987-07-03
3267,Male,African-American,50,24,1,8,John,Doe,John Doe,2019-06-25,1969-06-24
3268,Male,African-American,66,3,1,1,John,Doe,John Doe,2017-08-13,1951-08-13
3269,Male,African-American,26,0,0,3,John,Doe,John Doe,2019-11-01,1993-10-31
3270,Male,African-American,33,0,1,10,John,Doe,John Doe,2017-03-18,1984-03-17
3271,Male,African-American,24,9,1,9,John,Doe,John Doe,2019-02-27,1995-02-27
3272,Male,African-American,21,1,0,7,John,Doe,John Doe,2019-02-24,1998-02-23
3273,Male,Caucasian,52,4,0,3,John,Doe,John Doe,2018-12-11,1966-12-11
3274,Male,African-American,56,1,0,1,John,Doe,John Doe,2019-05-02,1963-05-02
3275,Male,African-American,46,0,0,1,John,Doe,John Doe,2017-01-13,1971-01-13
3276,Female,African-American,37,0,0,1,Jane,Doe,Jane Doe,2018-07-31,1981-07-31
3277,Male,Other,31,1,0,1,John,Doe,John Doe,2017-10-10,1986-10-10
3278,Male,African-American,33,0,0,1,John,Doe,John Doe,2019-10-17,1986-10-16
3279,Male,African-American,35,1,0,2,John,Doe,John Doe,2018-06-27,1983-06-27
3280,Male,African-American,24,3,0,7,John,Doe,John Doe,2018-04-21,1994-04-21
3281,Male,Hispanic,55,0,0,1,John,Doe,John Doe,2019-04-03,1964-04-02
3282,Male,African-American,26,5,0,4,John,Doe,John Doe,2018-02-27,1992-02-27
3283,Male,African-American,20,0,0,3,John,Doe,John Doe,2017-05-24,1997-05-24
3284,Male,Caucasian,21,0,1,4,John,Doe,John Doe,2018-11-18,1997-11-17
3285,Female,Caucasian,40,0,0,2,Jane,Doe,Jane Doe,2018-03-02,1978-03-02
3286,Male,Caucasian,50,4,0,2,John,Doe,John Doe,2018-02-03,1968-02-03
3287,Male,African-American,26,2,0,3,John,Doe,John Doe,2017-10-07,1991-10-07
3288,Male,Other,31,0,0,2,John,Doe,John Doe,2019-05-20,1988-05-19
3289,Male,African-American,32,4,1,6,John,Doe,John Doe,2019-04-04,1987-04-04
3290,Male,Caucasian,45,0,0,2,John,Doe,John Doe,2018-09-19,1973-09-19
3291,Male,Caucasian,35,0,0,2,John,Doe,John Doe,2019-09-19,1984-09-18
3292,Male,Caucasian,24,1,1,3,John,Doe,John Doe,2018-05-24,1994-05-24
3293,Female,African-American,36,0,0,1,Jane,Doe,Jane Doe,2017-12-26,1981-12-26
3294,Male,Caucasian,30,0,0,2,John,Doe,John Doe,2017-02-14,1987-02-14
3295,Female,African-American,26,0,0,4,Jane,Doe,Jane Doe,2018-07-18,1992-07-17
3296,Male,African-American,26,2,0,3,John,Doe,John Doe,2018-04-02,1992-04-01
3297,Male,Caucasian,38,0,0,1,John,Doe,John Doe,2018-04-13,1980-04-12
3298,Female,Caucasian,43,0,0,6,Jane,Doe,Jane Doe,2018-08-23,1975-08-23
3299,Male,African-American,25,0,0,3,John,Doe,John Doe,2019-04-27,1994-04-26
3300,Female,Caucasian,25,2,0,10,Jane,Doe,Jane Doe,2019-10-28,1994-10-27
3301,Male,Caucasian,37,2,0,2,John,Doe,John Doe,2017-02-14,1980-02-15
3302,Male,African-American,64,0,0,4,John,Doe,John Doe,2019-06-07,1955-06-07
3303,Female,Caucasian,46,1,1,2,Jane,Doe,Jane Doe,2017-12-20,1971-12-20
3304,Male,African-American,31,7,0,4,John,Doe,John Doe,2017-03-07,1986-03-07
3305,Male,African-American,27,0,0,2,John,Doe,John Doe,2019-09-02,1992-09-01
3306,Male,Caucasian,51,0,0,1,John,Doe,John Doe,2018-06-22,1967-06-22
3307,Male,African-American,24,0,0,8,John,Doe,John Doe,2019-03-03,1995-03-03
3308,Female,Caucasian,23,2,0,6,Jane,Doe,Jane Doe,2018-03-02,1995-03-02
3309,Male,African-American,29,2,0,9,John,Doe,John Doe,2017-02-01,1988-02-01
3310,Male,Hispanic,36,1,0,9,John,Doe,John Doe,2018-10-25,1982-10-25
3311,Male,African-American,36,2,0,2,John,Doe,John Doe,2017-07-19,1981-07-19
3312,Male,African-American,35,0,0,4,John,Doe,John Doe,2018-02-19,1983-02-19
3313,Female,Caucasian,44,1,0,1,Jane,Doe,Jane Doe,2017-05-25,1973-05-25
3314,Male,African-American,44,0,0,2,John,Doe,John Doe,2019-01-11,1975-01-11
3315,Male,Asian,20,2,1,10,John,Doe,John Doe,2018-06-26,1998-06-26
3316,Male,African-American,22,4,1,9,John,Doe,John Doe,2018-02-21,1996-02-21
3317,Male,African-American,40,11,1,3,John,Doe,John Doe,2017-12-19,1977-12-19
3318,Male,African-American,35,2,0,7,John,Doe,John Doe,2018-11-12,1983-11-12
3319,Male,African-American,21,0,0,9,John,Doe,John Doe,2017-11-23,1996-11-22
3320,Male,African-American,39,9,0,5,John,Doe,John Doe,2019-06-18,1980-06-17
3321,Male,Other,30,0,0,2,John,Doe,John Doe,2018-08-03,1988-08-02
3322,Male,Caucasian,29,0,1,6,John,Doe,John Doe,2018-11-21,1989-11-20
3323,Male,African-American,23,7,1,8,John,Doe,John Doe,2017-10-29,1994-10-29
3324,Female,African-American,33,1,0,1,Jane,Doe,Jane Doe,2018-11-16,1985-11-15
3325,Male,African-American,21,1,1,3,John,Doe,John Doe,2019-12-26,1998-12-25
3326,Male,African-American,27,0,0,2,John,Doe,John Doe,2019-05-21,1992-05-20
3327,Male,African-American,23,3,1,7,John,Doe,John Doe,2017-10-31,1994-10-31
3328,Female,Caucasian,30,1,0,3,Jane,Doe,Jane Doe,2019-08-08,1989-08-07
3329,Female,Caucasian,26,0,0,5,Jane,Doe,Jane Doe,2019-04-22,1993-04-21
3330,Male,African-American,21,0,0,3,John,Doe,John Doe,2019-05-12,1998-05-11
3331,Male,Native American,27,3,0,7,John,Doe,John Doe,2019-11-14,1992-11-13
3332,Male,Caucasian,38,17,0,10,John,Doe,John Doe,2018-01-04,1980-01-04
3333,Male,African-American,28,1,0,2,John,Doe,John Doe,2017-04-25,1989-04-25
3334,Female,Caucasian,48,0,0,1,Jane,Doe,Jane Doe,2019-05-17,1971-05-17
3335,Female,African-American,30,1,0,4,Jane,Doe,Jane Doe,2019-05-02,1989-05-01
3336,Male,African-American,25,1,0,2,John,Doe,John Doe,2017-10-15,1992-10-14
3337,Male,Caucasian,34,5,0,1,John,Doe,John Doe,2017-04-08,1983-04-08
3338,Male,African-American,24,1,0,2,John,Doe,John Doe,2018-08-14,1994-08-14
3339,Male,African-American,20,1,0,2,John,Doe,John Doe,2018-02-24,1998-02-24
3340,Male,Caucasian,26,1,0,3,John,Doe,John Doe,2017-09-17,1991-09-17
3341,Male,African-American,24,0,0,8,John,Doe,John Doe,2019-12-07,1995-12-07
3342,Male,Caucasian,25,0,0,3,John,Doe,John Doe,2018-05-13,1993-05-12
3343,Female,Caucasian,51,0,0,1,Jane,Doe,Jane Doe,2018-12-21,1967-12-21
3344,Male,Caucasian,40,5,0,3,John,Doe,John Doe,2019-07-23,1979-07-23
3345,Male,African-American,40,0,1,10,John,Doe,John Doe,2019-06-18,1979-06-18
3346,Female,Caucasian,40,0,0,1,Jane,Doe,Jane Doe,2018-12-16,1978-12-16
3347,Male,African-American,31,0,0,4,John,Doe,John Doe,2017-05-18,1986-05-18
3348,Male,Caucasian,55,1,0,1,John,Doe,John Doe,2018-03-14,1963-03-14
3349,Male,Caucasian,27,0,0,4,John,Doe,John Doe,2017-10-12,1990-10-12
3350,Male,Caucasian,27,1,0,2,John,Doe,John Doe,2019-04-03,1992-04-02
3351,Male,African-American,22,3,1,6,John,Doe,John Doe,2017-04-17,1995-04-17
3352,Female,Caucasian,24,7,0,7,Jane,Doe,Jane Doe,2019-01-07,1995-01-07
3353,Male,Caucasian,27,0,0,4,John,Doe,John Doe,2018-06-04,1991-06-04
3354,Female,Caucasian,51,0,0,1,Jane,Doe,Jane Doe,2017-02-07,1966-02-07
3355,Male,African-American,38,5,0,3,John,Doe,John Doe,2017-02-15,1979-02-15
3356,Male,Caucasian,25,1,0,5,John,Doe,John Doe,2019-05-27,1994-05-26
3357,Male,African-American,39,2,0,1,John,Doe,John Doe,2019-03-14,1980-03-13
3358,Female,African-American,20,0,0,5,Jane,Doe,Jane Doe,2017-09-25,1997-09-25
3359,Male,Caucasian,53,0,1,1,John,Doe,John Doe,2017-03-11,1964-03-11
3360,Male,Caucasian,22,0,0,6,John,Doe,John Doe,2019-01-03,1997-01-02
3361,Female,Caucasian,24,0,0,5,Jane,Doe,Jane Doe,2019-11-08,1995-11-08
3362,Female,African-American,58,4,0,1,Jane,Doe,Jane Doe,2017-10-27,1959-10-27
3363,Male,Caucasian,39,0,0,1,John,Doe,John Doe,2017-04-18,1978-04-18
3364,Male,African-American,28,5,1,9,John,Doe,John Doe,2019-01-02,1991-01-02
3365,Male,Hispanic,41,1,0,1,John,Doe,John Doe,2018-09-23,1977-09-23
3366,Male,African-American,44,1,0,1,John,Doe,John Doe,2018-07-28,1974-07-28
3367,Male,Caucasian,22,0,0,7,John,Doe,John Doe,2017-04-07,1995-04-07
3368,Male,Hispanic,28,2,0,8,John,Doe,John Doe,2018-07-19,1990-07-19
3369,Male,African-American,27,0,0,5,John,Doe,John Doe,2018-07-21,1991-07-21
3370,Female,Caucasian,43,3,1,2,Jane,Doe,Jane Doe,2019-08-02,1976-08-01
3371,Male,Other,33,7,1,8,John,Doe,John Doe,2019-04-11,1986-04-10
3372,Male,African-American,27,3,0,3,John,Doe,John Doe,2017-02-27,1990-02-27
3373,Male,African-American,45,0,0,1,John,Doe,John Doe,2018-05-07,1973-05-07
3374,Male,Caucasian,46,4,0,4,John,Doe,John Doe,2018-08-04,1972-08-03
3375,Female,Hispanic,29,1,0,4,Jane,Doe,Jane Doe,2019-02-11,1990-02-10
3376,Male,Caucasian,25,4,0,6,John,Doe,John Doe,2019-12-08,1994-12-07
3377,Female,African-American,37,0,0,3,Jane,Doe,Jane Doe,2019-02-14,1982-02-14
3378,Male,African-American,29,1,0,4,John,Doe,John Doe,2017-06-08,1988-06-07
3379,Male,African-American,22,2,1,8,John,Doe,John Doe,2019-08-23,1997-08-22
3380,Male,African-American,60,9,0,8,John,Doe,John Doe,2019-08-26,1959-08-26
3381,Male,African-American,42,0,0,1,John,Doe,John Doe,2019-07-22,1977-07-21
3382,Male,Other,21,0,0,6,John,Doe,John Doe,2017-06-08,1996-06-07
3383,Male,Other,39,0,0,1,John,Doe,John Doe,2019-06-09,1980-06-08
3384,Female,Caucasian,46,0,0,1,Jane,Doe,Jane Doe,2017-07-27,1971-07-27
3385,Male,Hispanic,31,0,0,1,John,Doe,John Doe,2019-05-07,1988-05-06
3386,Male,African-American,51,1,0,1,John,Doe,John Doe,2018-07-29,1967-07-29
3387,Female,Caucasian,28,0,0,6,Jane,Doe,Jane Doe,2019-11-22,1991-11-22
3388,Male,Other,24,5,0,6,John,Doe,John Doe,2019-10-09,1995-10-09
3389,Male,African-American,26,3,1,4,John,Doe,John Doe,2019-03-23,1993-03-22
3390,Male,African-American,25,7,0,6,John,Doe,John Doe,2018-11-20,1993-11-19
3391,Male,Caucasian,56,1,1,1,John,Doe,John Doe,2019-03-13,1963-03-13
3392,Male,African-American,27,2,0,4,John,Doe,John Doe,2019-01-22,1992-01-22
3393,Male,African-American,24,0,0,10,John,Doe,John Doe,2018-06-24,1994-06-24
3394,Male,African-American,29,4,1,10,John,Doe,John Doe,2017-02-27,1988-02-27
3395,Male,Caucasian,34,0,0,2,John,Doe,John Doe,2019-08-15,1985-08-14
3396,Male,Caucasian,43,4,0,5,John,Doe,John Doe,2019-05-28,1976-05-27
3397,Male,Other,22,3,0,3,John,Doe,John Doe,2019-12-06,1997-12-05
3398,Female,African-American,24,2,0,4,Jane,Doe,Jane Doe,2017-06-14,1993-06-14
3399,Female,Hispanic,22,0,0,6,Jane,Doe,Jane Doe,2017-05-30,1995-05-30
3400,Female,African-American,22,0,1,7,Jane,Doe,Jane Doe,2018-01-04,1996-01-04
3401,Male,African-American,21,0,0,3,John,Doe,John Doe,2018-05-05,1997-05-04
3402,Male,African-American,38,1,0,2,John,Doe,John Doe,2019-07-13,1981-07-12
3403,Male,Caucasian,64,8,0,1,John,Doe,John Doe,2018-04-08,1954-04-08
3404,Male,African-American,21,0,0,8,John,Doe,John Doe,2019-09-28,1998-09-27
3405,Male,African-American,33,2,0,4,John,Doe,John Doe,2019-02-01,1986-01-31
3406,Male,African-American,35,7,0,3,John,Doe,John Doe,2019-06-27,1984-06-26
3407,Male,African-American,56,9,0,8,John,Doe,John Doe,2019-03-08,1963-03-08
3408,Male,Asian,46,0,0,1,John,Doe,John Doe,2017-12-16,1971-12-16
3409,Male,African-American,21,0,0,10,John,Doe,John Doe,2018-08-31,1997-08-30
3410,Male,African-American,24,2,1,9,John,Doe,John Doe,2019-10-09,1995-10-09
3411,Male,Hispanic,27,1,0,2,John,Doe,John Doe,2017-12-10,1990-12-10
3412,Male,African-American,41,9,0,9,John,Doe,John Doe,2019-07-13,1978-07-13
3413,Male,African-American,23,5,1,7,John,Doe,John Doe,2019-12-14,1996-12-13
3414,Male,African-American,32,0,0,1,John,Doe,John Doe,2017-04-29,1985-04-29
3415,Male,African-American,25,2,0,4,John,Doe,John Doe,2019-11-03,1994-11-02
3416,Male,Caucasian,59,0,0,1,John,Doe,John Doe,2018-11-10,1959-11-10
3417,Female,African-American,27,3,1,9,Jane,Doe,Jane Doe,2018-07-17,1991-07-17
3418,Male,African-American,24,1,0,7,John,Doe,John Doe,2019-06-05,1995-06-05
3419,Female,African-American,59,0,0,2,Jane,Doe,Jane Doe,2019-07-03,1960-07-02
3420,Male,African-American,22,3,0,9,John,Doe,John Doe,2017-11-26,1995-11-26
3421,Male,Caucasian,39,0,0,2,John,Doe,John Doe,2019-10-05,1980-10-04
3422,Male,Caucasian,24,1,0,3,John,Doe,John Doe,2017-02-14,1993-02-14
3423,Male,African-American,41,0,0,1,John,Doe,John Doe,2019-12-22,1978-12-22
3424,Female,African-American,22,4,1,9,Jane,Doe,Jane Doe,2017-03-27,1995-03-27
3425,Male,Caucasian,41,3,0,1,John,Doe,John Doe,2019-02-08,1978-02-08
3426,Male,Caucasian,43,0,0,1,John,Doe,John Doe,2019-05-30,1976-05-29
3427,Male,Caucasian,54,4,0,2,John,Doe,John Doe,2017-04-24,1963-04-24
3428,Female,African-American,19,0,1,8,Jane,Doe,Jane Doe,2019-07-06,2000-07-05
3429,Female,Caucasian,44,0,1,1,Jane,Doe,Jane Doe,2019-06-11,1975-06-11
3430,Male,African-American,30,8,1,9,John,Doe,John Doe,2018-03-26,1988-03-25
3431,Male,Asian,30,6,1,3,John,Doe,John Doe,2019-10-25,1989-10-24
3432,Male,Caucasian,31,0,0,1,John,Doe,John Doe,2019-09-07,1988-09-06
3433,Male,Caucasian,31,1,0,5,John,Doe,John Doe,2018-02-12,1987-02-12
3434,Male,Caucasian,31,1,1,1,John,Doe,John Doe,2019-11-01,1988-10-31
3435,Male,Caucasian,22,0,0,8,John,Doe,John Doe,2018-06-30,1996-06-29
3436,Male,African-American,22,1,0,7,John,Doe,John Doe,2019-06-27,1997-06-26
3437,Male,Other,25,0,1,9,John,Doe,John Doe,2019-07-30,1994-07-29
3438,Male,African-American,52,1,0,1,John,Doe,John Doe,2018-01-19,1966-01-19
3439,Female,Hispanic,69,0,0,1,Jane,Doe,Jane Doe,2019-09-26,1950-09-26
3440,Male,Caucasian,31,0,0,4,John,Doe,John Doe,2017-05-14,1986-05-14
3441,Female,African-American,40,4,0,1,Jane,Doe,Jane Doe,2018-03-29,1978-03-29
3442,Male,African-American,29,7,1,3,John,Doe,John Doe,2018-02-12,1989-02-11
3443,Male,African-American,40,0,1,10,John,Doe,John Doe,2017-11-07,1977-11-07
3444,Female,African-American,34,0,1,1,Jane,Doe,Jane Doe,2018-08-08,1984-08-07
3445,Male,Caucasian,56,2,0,4,John,Doe,John Doe,2017-12-31,1961-12-31
3446,Male,African-American,23,1,1,10,John,Doe,John Doe,2019-05-13,1996-05-12
3447,Male,African-American,28,2,0,4,John,Doe,John Doe,2019-05-14,1991-05-14
3448,Female,Other,24,0,0,3,Jane,Doe,Jane Doe,2017-09-14,1993-09-14
3449,Female,Hispanic,51,2,0,1,Jane,Doe,Jane Doe,2019-02-23,1968-02-23
3450,Female,Other,39,0,0,1,Jane,Doe,Jane Doe,2017-08-04,1978-08-04
3451,Male,Caucasian,25,5,1,8,John,Doe,John Doe,2018-03-14,1993-03-13
3452,Male,African-American,28,0,0,2,John,Doe,John Doe,2019-05-26,1991-05-26
3453,Male,African-American,38,3,0,5,John,Doe,John Doe,2018-02-23,1980-02-23
3454,Female,Caucasian,44,0,0,1,Jane,Doe,Jane Doe,2017-07-14,1973-07-14
3455,Male,Caucasian,52,0,0,1,John,Doe,John Doe,2019-03-04,1967-03-04
3456,Male,Caucasian,21,1,0,4,John,Doe,John Doe,2017-01-30,1996-01-30
3457,Male,Other,36,0,0,1,John,Doe,John Doe,2017-06-06,1981-06-06
3458,Female,Caucasian,62,0,0,1,Jane,Doe,Jane Doe,2017-10-22,1955-10-22
3459,Male,Caucasian,26,2,1,6,John,Doe,John Doe,2019-04-28,1993-04-27
3460,Male,Caucasian,22,5,1,8,John,Doe,John Doe,2019-01-11,1997-01-10
3461,Female,Caucasian,24,2,0,7,Jane,Doe,Jane Doe,2019-05-08,1995-05-08
3462,Male,Hispanic,59,1,0,1,John,Doe,John Doe,2018-12-22,1959-12-22
3463,Female,African-American,31,0,0,3,Jane,Doe,Jane Doe,2017-05-24,1986-05-24
3464,Male,Caucasian,27,1,0,1,John,Doe,John Doe,2017-03-27,1990-03-27
3465,Female,African-American,59,0,0,2,Jane,Doe,Jane Doe,2018-11-08,1959-11-08
3466,Male,African-American,27,10,1,8,John,Doe,John Doe,2019-09-05,1992-09-04
3467,Male,Caucasian,44,4,0,3,John,Doe,John Doe,2017-07-04,1973-07-04
3468,Female,Caucasian,58,0,0,1,Jane,Doe,Jane Doe,2017-05-17,1959-05-17
3469,Male,African-American,35,0,0,4,John,Doe,John Doe,2019-01-28,1984-01-28
3470,Male,Caucasian,67,1,0,3,John,Doe,John Doe,2018-05-29,1951-05-29
3471,Male,Caucasian,30,0,0,4,John,Doe,John Doe,2017-07-30,1987-07-30
3472,Male,African-American,30,0,0,1,John,Doe,John Doe,2019-04-12,1989-04-11
3473,Male,Caucasian,39,0,1,1,John,Doe,John Doe,2019-09-21,1980-09-20
3474,Female,Caucasian,48,1,0,1,Jane,Doe,Jane Doe,2019-12-25,1971-12-25
3475,Male,Caucasian,20,1,0,4,John,Doe,John Doe,2019-03-27,1999-03-27
3476,Male,African-American,21,0,0,3,John,Doe,John Doe,2017-02-17,1996-02-17
3477,Male,Caucasian,23,3,1,8,John,Doe,John Doe,2017-02-24,1994-02-24
